state,district,college_name
Bihar,Saharsa,"R.Jha Mahila College, Saharsa"
Uttar Pradesh,Ballia,"Baba Sakharaj Smarak Mahavidyalaya Jakariya, Ballia"
Haryana,Gurgaon,DAYAWANTI MEMORIAL COLLEGE OF EDUCATION
Rajasthan,Jaipur,"Sadguru Institute of Professional Education, Jaipur"
Chhatisgarh,Dhamtari,Gayatri College of Horticulture
Rajasthan,Ajmer,Central Academy Teachers Training College
Telangana,Warangal,"Vikas Degree College, H.No. 1-2-235, Opp. Govt. Hospital, Jangaon 506"
Maharashtra,Sindhudurg,Vishweshwar Education Societys Western College of Commerce & Business Management Plot No.2 Sector 9 Sanpada Navi Mumbai 400
Maharashtra,Mumbai,K.J.SOMAIYA CAMPUS
Uttar Pradesh,Hardoi,"S.C. BOSE VIDHI MAHAVIDYALAYA, KAHLI TERWA, GAUSGANJ,"
Rajasthan,Udaipur,"RAM KISHAN TEACHERS TRAINING COLLEGE, BEHIND. SECTOR NO.4,5 & 6, HIRANMAGRI, BY PASS ROAD, MANVA KHEDA"
Chhatisgarh,Korba,"Mata Karma Arts/Commerce College, Kusmunda, Korba"
Telangana,Warangal,"KAKATIYA DEGREE COLLEGE, GOVINDARAOPET"
Maharashtra,Thane,SAS INSTITUTE OF MANAGEMENT STUDIES
Tamil Nadu,Vellore,Kaveripakkam college of Arts and Science CollegeKaveripakkam-632
Madhya Pradesh,Raisen,RAISEN INSTITUTE OF COMPUTER STUDIES RAISEN
Andhra Pradesh,Anantapur,"S.K.N.S. Amruthavali Mahila Kalasala, Kadiri"
Nagaland,Mokokchung,JUBILEE MEMORIAL COLLEGE
Uttar Pradesh,Lucknow,"STATE INSTITUTE OF FOOD PROCESSING TECHNOLOGY, LUCKNOW"
Kerala,Kozhikode,"NATIONAL HOSPITAL COLLEGE OF NURSING, KOZHIKKODE"
Telangana,Warangal,"Bishop Azaraiah Degree College, Dornakal, Warangal District"
Kerala,Palakkad,"ASPIRE COLLEGE OF ADVANCED STUDIES, MUDAVANNUR"
Tamil Nadu,Namakkal,"DEEPTHI COLLEGE OF NURSING, (Inst. Code -610), Namakkal"
Kerala,Thiruvananthapuram,"Lourdes Matha College of Science and Technology, Kuttichal, Thiruvananthapuram"
Punjab,Patiala,BAHRA GROUP OF INSTITUTIONS
Maharashtra,Thane,Seva Sadans R K Talreja College of Arts Science and Commerce Ulhasnagar Dist Thane 421
Telangana,Warangal,"Sri Chaitanya Degree College, Near Bus Stand, Narsampet"
Andhra Pradesh,Visakhapatnam,All Saints P.G. College
Tamil Nadu,Madurai,"MEENAKSHI MISSION HOSPITAL & RESEARCH CENTRE (Inst. Code - 542), MADURAI"
Kerala,Kannur,SREENARAYAGURU COLLEGE OF ARTS AND SCIENCE
Rajasthan,Dungarpur,"VEER KALI BAI GOVT, GIRLS COLLEGE"
Karnataka,Raichur,Smt Mahantamma LingaGouda Bayyapur Arts College Lingasugur
Rajasthan,Jaipur,"St. Wilfred College of Law, Jaipur"
Tamil Nadu,Chennai,"SRI MUTHUKUMARAN MEDICAL COLLEGE HOSPITAL AND RESEARCH INSTITUTE (Inst. Code - 349), CHENNAI"
Maharashtra,Thane,"PRADNYA KARUNA BAHUODESHIYA SHIKSHAN SANSTHAS ARTS COMMERCE AND SCIENCE, THANE"
Uttar Pradesh,Ballia,"Prithwi Shiv Kishan Majdoor Balika P.G. College, Rasra, Ballia"
Uttar Pradesh,Kanpur Nagar,"S J LAW COLLEGE, RAMAIPUR"
Telangana,Warangal,"Care College of Pharmacy, Oglapur (V), Athmakur (M), Warangal"
Telangana,Hyderabad,AKLR Govt. Oriental College
Uttar Pradesh,Jalaun,"GANDHI MAHAVIDYALAYA, ORAI"
Bihar,Rohtas,"R.M. Devi C.D. Rai College, Nuwan, Kochas"
Telangana,Khammam,"JVR Pragathi Degree College, # 3-97, Near Bus Stand, Kusumanchi"
Andhra Pradesh,Anantapur,"Vivekananda Degree College, Kadiri"
Kerala,Thrissur,"HINDI PRACHARA KENDRA COLLEGE OF TEACHER EDUCATION, KODUNGALLUR"
Maharashtra,Pune,"Shri Gajanan Maharaj Shikshan Prasarak Mandals College of Education for Women, Otur, Dumbarewadi,Tal.Junnar,Dist. Pune 412409"
Andhra Pradesh,Kurnool,Govt. Degree College for Men
Rajasthan,Bharatpur,SHREE BALAJI DEGREE COLLEGE
Bihar,Rohtas,"Rohtas Vidhi Mahavidyalaya, Sasaram"
Uttar Pradesh,Agra,"THAKUR BACCHU SINGH COLLEGE OF LAW, JAROLI, SHAMSABAD"
Maharashtra,Mumbai,"SMT K G MITTAL INSTITUTE OF MANAGEMENT, INFORMATION TECHNOLOGY AND RESEARCH"
Rajasthan,Churu,"Government College, TARANAGAR"
Tamil Nadu,Coimbatore,"CHERRAAN S COLLEGE OF NURSING (Inst. Code - 061), COIMBATORE"
Maharashtra,Thane,Pradnya Karuna Bahudeshiya Shiksan Sansthas Samayak Sanklpa College of Architecture Sai Ganesh Chhaya 2nd Floor Near Jarimari Temple Tisgaon Kalyan E Dist Thane
Andhra Pradesh,Anantapur,"Sri Venkateswara Degree College, Yadiki"
Andhra Pradesh,Srikakulam,R.L.N. DORA COLLEGE OF EDUCATION
Telangana,Khammam,"Dr. RJC College of Higher Education, Trunk Road, Khammam"
Andhra Pradesh,Prakasam,Prathiba Degree College
Rajasthan,Tonk,shiv mahavidayala
Rajasthan,Alwar,"Dholaplash B.Ed. College, Alwar"
Telangana,Adilabad,"SRI CHAITANYA DEGREE COLLEGE, KOWTALA"
Andhra Pradesh,West Godavari,"Swatantra Inst. of Physiotherapy & Rehabilitation, Rajahmundry"
Andhra Pradesh,Guntur,"SRI VENKATESWARA HOTEL MANAGEMENT COLLEGE , PONNUR"
Rajasthan,Bharatpur,"Ravindreapal Singh Parmar, Bharatpur"
Kerala,Malappuram,"MALABAR COLLEGE OF COMMERCE AND SCIENCE, MANOOR,CHEKANOOR ROAD"
Telangana,Adilabad,"Nandana Degree College, # 5-11-718, Priyadarshini Nagar, Nirmal"
Tamil Nadu,Kanniyakumari,Ruben College of Arts and Science
Maharashtra,Amravati,"Art & Commerce College , Yeoda , Tq- Daryapur."
Bihar,Purnia,"N.D. College, Rambagh"
Uttar Pradesh,Kanpur Dehat,"K L S COLLEGE, RANIYA"
Rajasthan,Nagaur,"Shri Ganesh Chandra T.T. College, Jas Nagar, Merta City"
Maharashtra,Osmanabad,"Adarsha Shikshan Prasarak Mandal's K.T.Patil College of M.B.A., Tambri Vibhag,"
Maharashtra,Pune,"Sinhgad Business School,Erandwane, Pune 411004"
Karnataka,Belagavi,"GOVT. FIRST GRADE COLLEGE, KOKATANOOR"
Uttar Pradesh,Kanpur Nagar,"SHREE RAM LAW COLLEGE, GHATAMPUR"
Telangana,Adilabad,"Nalanda Degree College, # 13-306/12, Near IB, Mancherial (Sri Harsha)"
Andhra Pradesh,Anantapur,"Sri Sai Degree College, Dharmavaram"
Telangana,Khammam,"SRI VIKAS DEGREE COLLEGE, JULURPAD"
Rajasthan,Nagaur,SATGURU TEACHER TRAiNING COLLEGE
Rajasthan,Alwar,"Sugani Devi Mahila TT College, Alwar"
Uttar Pradesh,Bijnor,"Mahamaya Govt. Degree College, Sherkot"
Uttar Pradesh,Kanpur Dehat,"RAM JANKI COLLEGE OF LAW, BAIRY SAWAI"
Telangana,Adilabad,"JADHAV MANIKRAO DEGREE COLLEGE, INDRAVELLY"
Maharashtra,Mumbai,Lala Lajpat Rai Charitable Foundations College of Law Mahalaxmi Mumbai 400
Andhra Pradesh,Prakasam,"SRI VIVEKA DEGREE COLLEGE, KANDUKUAR"
Telangana,Khammam,"SRI VIKAS DEGREE COLLEGE, SINGARENI"
Tamil Nadu,Kanniyakumari,K.N.S.K. College of Engineering and Technology
Madhya Pradesh,Morena,MICT (MORENA INSTITUTE FOR COMPUTER TECHNOLOGY) MORENA
Andhra Pradesh,Prakasam,"Sri Venkateswara College of Education, Darsi"
Madhya Pradesh,Chhindwara,INTERMATICS COMPUTER CENTRE PARASIA
Andhra Pradesh,Guntur,Sri Vasavi Kanyaka Parameswari Degree College
Andhra Pradesh,Prakasam,Sri Tatiparthi Venkata Reddy Memorial College of Education
Andhra Pradesh,Prakasam,"Sri Sidhartha Degree College, Bestavaripeta"
Andhra Pradesh,Prakasam,Malineni Lakshmaiah B.Ed College
Andhra Pradesh,Guntur,Repalle Christian College of Education
Andhra Pradesh,Guntur,Nalanda College of Education
Andhra Pradesh,Guntur,"Sri Sai Degree College, Repalle"
Andhra Pradesh,Prakasam,"Sri Raja Rajeswari College of Education, Giddalur"
Rajasthan,Jodhpur,"Sucheta Kriplani T.T. College, Manaklav"
Andhra Pradesh,Prakasam,Sri Potti Sriramulu Degree College
West Bengal,Kolkata,"BIT Extension Center, Kolkata"
Telangana,Warangal,"Government Degree College, Thorrur"
Andhra Pradesh,East Godavari,Benaiah Christian College of Education
Andhra Pradesh,Sri Potti Sriramulu Nellore,Swathi College of Pharmacy
Rajasthan,Jodhpur,"Kumodini Mahila Shikshak Prakshishan Mahavidyalaya. Sector-B, Bhagwati Colony,Near PWD, Jodhpur"
Karnataka,Bengaluru Rural,"Govt. FGC, Hoskote, Bangalore"
Kerala,Thiruvananthapuram,VIGYAAN COLLEGE OF APPLIED SCIENCES
West Bengal,Darjiling,PRAGATI COLLEGE OF EDUCATION
Karnataka,Kalaburagi,Shri Siddivinayak BCA Degree College Gulbarga
Rajasthan,Jaipur,"Supreme Mahavidyalaya, Jaipur"
Punjab,Patiala,Aryans Institute of Mangement & Technology
Telangana,Adilabad,"Sri Bhagavathi Degree College, #1-1/1, Uthkoor-Luxettipet, Near Police Station, Luxettipet"
Andhra Pradesh,Kurnool,"JVRRM College of Education, Nandyal"
Tamil Nadu,Cuddalore,"Periyar Arts College,Cuddalore-607"
Rajasthan,Udaipur,"GURU PUSHKAR JAIN, COLLEGE, GOGUNDA"
Kerala,Malappuram,"EMEA TRAINING COLLEGE, KONDOTTY"
Maharashtra,Thane,Smt Chandibai Himathmal Mansukhani College Post Box No17 Opp Ulhasnagar Railway Station Ulhasnagar Dist Thane 421
Andhra Pradesh,Guntur,Andhra Muslim College of Education
Tamil Nadu,Coimbatore,VISHNU LAKSHMI COLLEGE OF ENGINEERING AND TECHNOLOGY
Andhra Pradesh,Srikakulam,GNANAJYOTHI DEGREE COLLEGE
Tamil Nadu,Coimbatore,"Anna University of Technology, Coimbatore"
Himachal Pradesh,Hamirpur,"Din Dayal Upadhyaya Mahavidyalaya, Mehre, Barsar, Distt Hamirpurur"
Bihar,Rohtas,"R.N. Sah Sarvodaya College, Ganjbharsara"
Bihar,Bhojpur,"Kala and Shilp College, Ara"
Andhra Pradesh,Kurnool,"Sri Ravi Degree College,"
Andhra Pradesh,Guntur,Andhra Muslim College
Karnataka,Belagavi,"CSB ARTS, MRP SCIENCE AND COMMERCE COLLEGE, RAMDURG"
Rajasthan,Jhunjhunun,Shri Rajkumar Maan College
Telangana,Nalgonda,"HASITHA WOMENS DEGREE COLLEGE ,MIRYALGUDA"
Telangana,Khammam,"Kristhu Jyothi Degree College, Reddygudem, Thallada, Khammam"
Uttar Pradesh,Azamgarh,"B.B.S. Raj Mahavidyalaya, Gopalpur.Azamgarh"
Andhra Pradesh,Prakasam,N.N.S Vidya Degree College
Odisha,Kendrapara,"Delta College,Narayani Vihar,Bhitar Bampu, Kendrapara"
Telangana,Warangal,"SRI CHAITANYA WOMENS DEGREE COLLEGE, LB NAGAR, BHUPALPALLY"
Punjab,Bathinda,"Malwa College of Education, Deon, Bathinda"
Andhra Pradesh,Srikakulam,SRI VENKATESWARA COLLEGE OF EDUCATION
Rajasthan,Bikaner,Sister Nivedita Girls College
Telangana,Adilabad,"KNR Degree College, 14-52, Khanapur (V&M)"
Rajasthan,Pali,"R.C. Memorial Teachers Training College, Marwar Junction"
Andhra Pradesh,Srikakulam,GAYATRI DEGREE COLLEGEOF SCIENCE & MANAGEMENT
Andhra Pradesh,Srikakulam,SRI SIVANI DEGREE COLLEGE
Uttar Pradesh,Meerut,"TRIDENT COLLEGE OF EDUCATION 593/10, PARTAPUR, NEW FLYOVER BY PASS ROAD NH-58 MEERUT 250"
Maharashtra,Raigarh,PILLAI HOC COLLEGE OF ARCHITECTURE
Telangana,Khammam,"Mother Theresa Degree College, # 19-4-15/1, Gollagatta Road, Bhadrachalam"
Rajasthan,Ajmer,Sri Sarveshwar Sanskrit UG college
Andhra Pradesh,Srikakulam,MOTHER THERESA DEGREE COLLEGE
Maharashtra,Amravati,"Late Kokilabai Gawande mahila Mahavidyalaya , Daryapur."
Bihar,Gaya,Sarwabhomik Sanskrit Mahavidyalaya Bodhgaya Bihar
Telangana,Warangal,"Mathrusri Degree College, Girnibavi (Mandapally) (V)"
Punjab,Patiala,"Asian College of Education, Vill Kasiana"
Haryana,Jind,"Metis Degree College, Anta, Safidon"
Kerala,Palakkad,KARUNA COLLEGE OF PHARMACY
Telangana,Warangal,"Adarsha Law College, Balasamudram, Hanamkonda, Warangal"
Andhra Pradesh,Anantapur,"Dr.B.V. Syamala Rathnam College of Education, Hindupur"
Punjab,Patiala,BAHRA FACULTY OF INFORMATION TECHNOLOGY AND BUSINESS MANAGEMENT
Maharashtra,Latur,"Maharashtra Lalit Kala Mahavidyalaya, Latur"
Rajasthan,Jhunjhunun,"GYANODYA COLLEGE, BISSAU"
Assam,Barpeta,North Kamrup College
Odisha,Kalahandi,"Anchalik +3 Degree College,Sanchergaon"
Odisha,Debagarh,Deogarh Women's College
Assam,Nagaon,Udali College
Gujarat,Bhavnagar,Smt. N.C. Gandhi & B.V. Gandhi Mahila Arts & Commerce College
Andhra Pradesh,Srikakulam,GEETAM DEGREE COLLEGE
Odisha,Anugul,"Patitapaban Mahavidyalaya,Jarapara,Angul"
Tamil Nadu,Thanjavur,"Khadir Mohideen College, Adirampattinam - 614 701."
Rajasthan,Udaipur,"VISDAM TEACHERS TRAINING COLLEGE, 38-GANDHI NAGAR, MULLA TALAI"
Andhra Pradesh,Anantapur,"Swamy Vivekananda Degree College, Kalyuandurg"
Maharashtra,Satara,"DADASAHEB MOKASHI COLLEGE OF AGRICULTURE, RAJMACHI"
Telangana,Adilabad,"Government Degree College, Mancherial 504"
Karnataka,Bagalkot,GFGC RAMPUR
Madhya Pradesh,Katni,CITY INSTITUTE OF IT & PROFESSIONAL STUDIES KATNI
Kerala,Palakkad,ROYAL COLLEGE OF ARTS AND SCIENCE
Rajasthan,Pali,Kanku Vijay T.T. College
Andhra Pradesh,Srikakulam,SRI SAI SIRISHA COLLEGE OF EDUCATION
Tamil Nadu,Nagapattinam,"A.V.C. College, Mannampandal, Mayiladuthurai - 609 305."
Telangana,Adilabad,"Mancherial Institute of Mathematical Sciences,#20-531,Indira Nagar,Mancherial"
Maharashtra,Satara,"MOKASHI COLLEGE OF FOOD TECHNOLOGY, KARAD"
Sikkim,West District,"SIKKIM GOVERNMENT COLLEGE, GYALSHING"
Rajasthan,Dhaulpur,"Shri Bankey Bihari Mahavidyalaya, Dhaulpur"
Uttar Pradesh,Sitapur,SRI CHANDRA BHAGWAN LAW DEGREE COLLEGE
Kerala,Kannur,NEST INSTITUTE OF HUMANITIES AND BASIC SCIENCES
Andhra Pradesh,Srikakulam,KIRANMAI DEGREE COLLEGE
Himachal Pradesh,Mandi,"Gayatri College of Education. P.O. Kangoo. Tehsil Sundernagar, Distt Mandi"
Andhra Pradesh,Anantapur,"Sri Sai Degree College, Gooty"
Andhra Pradesh,Srikakulam,SRI SAI SIRISHA WOMENS DEGREE COLLEGE
Rajasthan,Alwar,"Durga Devi T T College, Alwar"
Odisha,Sundargarh,I.M.P.S.Degree College
Bihar,Madhepura,"K.P. College, Murliganj"
Andhra Pradesh,Anantapur,"Sreenivasa Degree College, Dharmavaram"
Andhra Pradesh,Prakasam,"Viveka College of Education, Vaddesangam"
Rajasthan,Tonk,"ARADHANA COLLEGE, NEWAI"
Andhra Pradesh,Anantapur,"Susheela College of Education, Anantapur"
Andhra Pradesh,Kurnool,"G.M.R. College of Education, Nandyal"
Assam,Kamrup Metropolitan,"SRI SANKARADEVA NETHRALAYA, GUWAHATI"
Maharashtra,Mumbai Suburban,"SHRI GPM DEGREE COLLEGE, MAHATAMA GANDHI ROAD"
Andhra Pradesh,Srikakulam,ADITYA DEGREE COLLEGE ICHAPURAM
Tamil Nadu,Thoothukkudi,"Government Arts and Science College, Kovilpatti"
Andhra Pradesh,Srikakulam,SAGAR DEGREE COLLEGE
Tamil Nadu,Thiruvallur,Magna College of Engineering
Kerala,Kannur,"Chinmaya Institute of Technology, Govindagiri.,Chala, Kannur"
Tamil Nadu,Ariyalur,K.K.C. College of Engineering and Technology (New)
Haryana,Yamunanagar,"Maharaja Agrasen College, Jagadhri"
Telangana,Warangal,"Government Degree College, Mulug"
Odisha,Khordha,"Capital Institute of Management and Science, (CIMS), Bhubaneswar"
Nagaland,Dimapur,"MOUNT MARRY COLLEGE, DIMAPUR"
Tamil Nadu,Kancheepuram,Lord Venkateshwara Engineering College
Telangana,Khammam,"PSR Memorial Degree College, Ambedkar Centre, Bhadrachalam"
Andhra Pradesh,Kurnool,"G.M. College of Education, Nandyal"
Gujarat,Sabarkantha,GITANJALI COLLEGE OF EDUCATION TALOD
Kerala,Kottayam,"College of Applied Science (IHRD), Njeezhoor P.O., Kaduthuruthy"
Andhra Pradesh,Srikakulam,SRI VISWAJYOTHI DEGREE COLLEGE
Telangana,Khammam,"Government Degree College, Bhadrachalam"
Telangana,Warangal,"Siddartha Degree College, H.No. 7-4, Beside Hanuman Temple, Main Road, Bhupalpally, Warangal District"
Andhra Pradesh,Kurnool,"Kottam College of Engieering, Kurnool"
Madhya Pradesh,Vidisha,Government College Nateran
Telangana,Adilabad,"Matrusri Degree College, Asifabad (V&M)"
Rajasthan,Jaipur,"Rajasthan Mahila Mahavidyalaya, Jaipur"
Telangana,Medak,GOKUL DEGREE COLLEGE (PATANCHERU)
Himachal Pradesh,Bilaspur,"Shri Ramanuj Sanskrit Mahavidyalaya Punjgain, Distt Bilaspur"
Tamil Nadu,Tiruvannamalai,"Wisdom College of Arts &Science (co-ed)Annakkoor,Cheyyar Taluk"
Telangana,Mahbubnagar,"Sri Saichaitanya Degree College, Hanwada"
Madhya Pradesh,Bhopal,"Millenium Teachers Training Inst. Nathu Barkheda Road Neelbad, Bhopal"
Telangana,Khammam,"Gowthami Degree College, Cherla (V&M)"
Madhya Pradesh,Sagar,CyberDairy Solutions
Telangana,Adilabad,"Swathi Women s Degree College, 1-23/1A, CCC X Roads, Teegal Pahad (GP), Mancherial (M)"
Telangana,Warangal,"Vaagdevi Degree College, Kishanpura, Hanamkonda"
Kerala,Kannur,"Wadihuda Institute of Research and Advanced Studies, Vilayancode, Kannur"
Karnataka,Mysuru,"Government First Grade college, Saragur,"
Maharashtra,Pune,"Shree Balaji Societys Law College, Tathawade, Near Wakad Police Station, Pune"
Himachal Pradesh,Shimla,"Rajiv Gandhi Memorial Govt. College, Choura-Maidan, Shimla"
Telangana,Warangal,"Government Degree College, Wardhannapet"
Andhra Pradesh,Anantapur,"Sri Venkateswara College of Education, Anantapur"
Uttar Pradesh,Jaunpur,"Shrimati Rajdei Singh Mahila Mahavidyalaya, Takha (Pashchim), Shahgunj , Jaunpur"
Telangana,Medak,MEDHA DEGREE COLLEGE
Karnataka,Vijayapura,"PADMARAJ B.ED COLLEGE, SINDAGI"
Telangana,Khammam,"Siddartha Degree College, Wyra"
Telangana,Adilabad,"SRI VIKAS DEGREE COLLEGE, SIRPUR"
Maharashtra,Nagpur,"Sau Sujata Motghare Mahila Mahavidyalaya, Umred"
Bihar,Kaimur (Bhabua),Bhagwati Singh Memorial B.Ed. Mahavidlaya
Telangana,Hyderabad,Islamia College of Enginering & Technology for Women
Telangana,Khammam,"Sri Chaitanya Degree College, Tekulapally"
Rajasthan,Alwar,"Guru Govind Singh Kanya Mahavidyalaya, Alwar"
Rajasthan,Alwar,"Sant Bhagawatidas College, Alwar"
Karnataka,Belagavi,"SMSV VIDYAPEETHA BSW COLLEGE, ATHANI"
Telangana,Khammam,"KOMARAM BHEEM DEGREE COLLEGE, GUNDALA"
Madhya Pradesh,Ujjain,SANT MEERA INSTITUTE OF PROFESSIONAL STUDIES
Karnataka,Bagalkot,"SHRI KALIDAS ARTS COLLEGE, KERUR"
Andhra Pradesh,Guntur,"SRI KRISHNA CHAITANYA DEGREE COLLEGE, NARSARAOPET"
Rajasthan,Jhunjhunun,"Amman T T College, Jhunjhunun"
Andhra Pradesh,Prakasam,Sri Kandula Obula Reddy Degree College
Andhra Pradesh,Prakasam,"Sri Jeevana Jyothi Degree College, Giddalur"
Karnataka,Gadag,"JEEVAN SHIKSHANA SAMITI SWAMI VIVEKANAND ARTS COLLEGE, NARASAPURA ROAD, GADAG BETAGERI"
Karnataka,Belagavi,"S P M S F S ARTS COLLEGE, MADABHAVI"
Andhra Pradesh,Guntur,Sri Mahaveer Memorial Jain Degree College
Kerala,Thiruvananthapuram,"SREE NARAYANAGURU COLLEGE OF ADVANCED STUDIES,CHEMPAZHANTHY."
Uttar Pradesh,Farrukhabad,"DR. OM PRAKASH INSTITUTE OF MANAGEMENT & TECH.,"
Andhra Pradesh,East Godavari,Rajiv Gandhi Institute of Management & Sciences
Rajasthan,Churu,"Kalpana Chawala Kanya Mahavidhyalya, Sahawa"
Kerala,Thiruvananthapuram,"KNM Govt. Arts and Science College, Kanjiramkulam"
Bihar,Munger,"BRM College, Munger"
Telangana,Khammam,"GAYATRI DEGREE COLLEGE, DHAMMAPETA"
Andhra Pradesh,Guntur,"Sri Kakatiya Degree College, Predakurapadu"
Kerala,Thiruvananthapuram,"Govt. College, Kariavattom, Thiruvananthapuram"
Telangana,Rangareddy,Shaaz College of Engineering & Technology
Madhya Pradesh,Anuppur,Mahatma Gandhi Institute
Madhya Pradesh,Anuppur,Bijuri Institute Of technology
Andhra Pradesh,Guntur,Vellanki College of Education
Andhra Pradesh,Prakasam,Sri Chaitanya College of Education
Andhra Pradesh,Kurnool,SVB Govt. Degree College
Andhra Pradesh,Prakasam,"Sri Pratibha Degree College, Ongole"
Andhra Pradesh,Guntur,Sri Sai Degree College
Andhra Pradesh,Prakasam,"SRI SWATHI DEGREE COLLEGE, GORUGUNTLAPADU"
Andhra Pradesh,Guntur,Sri Venkateswara & Sri Satyadev Degree College
Andhra Pradesh,Guntur,"Sri Venkateswara Degree College, Guntur"
Andhra Pradesh,Prakasam,Sriji Degree College
Andhra Pradesh,Guntur,"Sweekaar College of Special Education (M.R), Guntur"
Andhra Pradesh,Guntur,"Sweekaar Degree College, Guntur"
Uttar Pradesh,Etah,"KAVI POORANMAL DAS SHIKSHAN SANSTHAN, KUTUBPUR"
Chhatisgarh,Uttar Bastar Kanker,Govt. Gaind Singh College Charama
Odisha,Jharsuguda,"Belpahar College,Belpahar"
Karnataka,Bengaluru Urban,Command Hospital
Andhra Pradesh,Anantapur,"Sri Venkateswara Degree College, Anantapur"
Rajasthan,Jhunjhunun,"Naresh Shikshak Prashikshan Mahavi., Jhunjhunun"
Uttar Pradesh,Jyotiba Phule Nagar,"Kundan Singh Memrial Mahavidyalaya, Kaurala"
Rajasthan,Bikaner,"Gyan Vidhi Mahavidyalya, Bikaner"
Andhra Pradesh,Guntur,J.R.R Navodaya Degree College
Punjab,Sangrur,KCT COLLEGE OF ENGINEERING AND TECHNOLOGY
Uttar Pradesh,Ambedkar Nagar,"MAA FOOLADEVI SHIKSHAN PRASHIKSHAN MAHAVIDYALAYA, PANTI MANSHAPUR"
Karnataka,Dakshina Kannada,"Govt. First Grade College, Belthangady - 574214"
Telangana,Adilabad,"Government Degree College for Women, Mancherial"
Maharashtra,Bid,"Late. Yeshwantrao Chate Shikshan Santha, Tambwa, Tq-Kaij Shri Tambeshwar Commerce Science & Information Technology College"
Telangana,Khammam,"SRIVIDYA TECHNO DEGREE COLLEGE, E BAYYARAM, PINAPAKA, KHAMMAM."
Maharashtra,Bid,"Adarsh Shikshan Sanstha's Women College of Education, Khadakpura Peth."
Meghalaya,East Khasi Hills,Bissau College
Rajasthan,Jhunjhunun,"Naresh Kanya PG Mahavi., Jhunjhunun"
Andhra Pradesh,Anantapur,"Royal PG Centre, Rayadurg"
Odisha,Dhenkanal,"Parimal College, Pandua,Dhenkanal"
Tamil Nadu,Virudhunagar,"V.P.M.M. COLLEGE OF NURSING (Inst. Code - 534), VIRUDHUNAGAR"
Maharashtra,Nagpur,"Tai Golvalkar Science College, Ramtek"
Rajasthan,Dungarpur,"M.B.Mahila College, Dungarpur"
Andhra Pradesh,Srikakulam,SYSTEM DEGREE COLLEGE
Andhra Pradesh,West Godavari,Montessori Degree College
Telangana,Nalgonda,"SAMATHA DEGREE COLLEGE, MIRYALAGUDA"
Maharashtra,Thane,Universal Society for Quality Education & Research Irene Institute of Education and Research Patripuli Tal Kalyan Dist Thane
Tamil Nadu,Thiruvallur,St Peter's College of Engineering and Technology
Andhra Pradesh,Anantapur,"Vijayanagara Law College, Anantapur"
Tamil Nadu,Viluppuram,"Sanghamam College of Arts And Science, Annamangalam ,Gingee taluk-604"
Andhra Pradesh,Anantapur,"Haindavi PG College, Dharmavaram"
Karnataka,Belagavi,"SSES'S SHRI VIVEKANANDA BCA COLLEGE, HARUGERI"
Maharashtra,Mumbai,Vivek Education Societys Arts & Commerce College Siddharth Nagar Goregaon West Mumbai 400
Assam,Udalguri,R.C. Saharia T.T. College
Andhra Pradesh,Anantapur,SRI VIVEKANANDA DEGREE COLLEGE CHILAMATHUR (M)
Rajasthan,Nagaur,"Makrana T.T. College, Makrana"
Maharashtra,Osmanabad,"Bharatiya Rashtriya Shikshan Sanstha's Shankarrao Jawale Patil, Arts, Science & Commerce College, Lohara."
Punjab,Ludhiana,Swami Vivekanand Technical College
Andhra Pradesh,West Godavari,V.V. GIRI GOVT. KALASALA
Karnataka,Vijayapura,"SHRI B S PATIL FIRST GRADE COLLEGE, MANAGULI"
Telangana,Warangal,"MATHRU SRI DEGREE COLLEGE FOR WOMEN, HASANPARTHY"
Punjab,Kapurthala,"Kamla Nehru College of Education For Women, Phagwara"
Tamil Nadu,Kanniyakumari,St Alphonsa College of Arts and Science
Andhra Pradesh,East Godavari,NMES College of Education
Maharashtra,Pune,"Shri Shivaji Maratha Societys Law College, Shukrawar Peth, Pune"
Punjab,Barnala,AKAL INSTITUTE OF MANAGEMENT AND COMPUTER APPLICATION
Telangana,Medak,Gopal Reddy College of Engineering & Technology
Karnataka,Belagavi,"S S E S'S SHRI VIVEKANANDA BBA COLLEGE, HARUGERI"
Odisha,Cuttack,"Rani Sukadei Mahila Mahavidyalaya,Banki, Cuttack"
Tamil Nadu,Viluppuram,Sri Rangapoopathi College of Education
Uttar Pradesh,Firozabad,"M.G BALIKA (PG) COLLEGE,FIROZABAD"
Jammu and Kashmir,Srinagar,"COMPOSITE REGIONAL CENTRE, MINISTRY OF SOCIAL JUSTICE EMPOWERMENT, BEMINA"
Kerala,Kannur,"Don Bosco College, Angadikadavu, Kannur"
Telangana,Khammam,"ORUGALLU DEGREE COLLEGE, ENKOOR"
Andhra Pradesh,Kurnool,"Cattamanchi Ramlinga Reddy College of Education, Kurnool"
Uttar Pradesh,Jaunpur,"Pt Rameshchandra Parasnath Mahavidyalaya, Bareri"
Himachal Pradesh,Bilaspur,"Kol Valley Institutes of Nursing, Vill Nehar, Harnora. Bilaspur"
Andhra Pradesh,Srikakulam,CHAITANYA DEGREE & P.G. COLLEGE
Odisha,Puri,"Netrananda Sahoo Women's College, Kakatpur"
Rajasthan,Jaipur,"Shirdhi Sai Baba Ayurved College & Hospital, Kishangargh Renwal"
Kerala,Thiruvananthapuram,Muslim Association College of Arts and Science
